Title,Director,Star Cast,Year,IMDb Rating,MetaScore,Certificates,Genre,Second_Genre,Third_Genre,Poster-src,Duration (minutes)
The Lorax,Chris Renaud,Zac Efron,2012,6.4,46.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTU1MTAwMjk1NF5BMl5BanBnXkFtZTcwMDI5NDc4Ng@@._V1_QL75_UX190_CR0,0,190,281_.jpg",86.0
The Mitchells vs. the Machines,Michael Rianda,Abbi Jacobson,2021,7.6,81.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjdkZjNjNDItYzc4MC00NTkxLTk1MWEtY2UyZjY5MjUwNDNkXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_QL75_UX190_CR0,0,190,281_.jpg",114.0
Ponyo,Hayao Miyazaki,Cate Blanchett,2008,7.6,86.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOTc3YmM3N2QtODZkMC00ZDE5LThjMTQtYTljN2Y1YTYwYWJkXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",101.0
St. Trinian's,Oliver Parker,Talulah Riley,2007,5.8,39.0,PG-13,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BMTg5MjIwMzgwNF5BMl5BanBnXkFtZTcwOTg3NzI3Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",97.0
Into the Woods,Rob Marshall,Anna Kendrick,2014,5.9,69.0,PG,Adventure,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",125.0
The Karate Kid Part II,John G. Avildsen,Pat Morita,1986,6.1,55.0,PG,Action,Family,Sport,"https://m.media-amazon.com/images/M/MV5BMDdjNDJjOWYtZDNkYy00MTM3LTlhY2EtNzMxMjhhMjU3OTFmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,3,190,281_.jpg",113.0
Kiki's Delivery Service,Hayao Miyazaki,Kirsten Dunst,1989,7.8,85.0,G,Animation,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BYTQ1ZTM1ZTgtN2Q2Ny00YjFkLTliNjEtN2I1ZmY5ZTY1OTEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",103.0
Super Mario Bros.,Annabel Jankel,Bob Hoskins,1993,4.2,35.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BZGVmZTUyZDAtYjg0MC00NmE5LWE2OTAtM2FjNGI1NWUyMzE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
Flushed Away,David Bowers,Hugh Jackman,2006,6.6,74.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTI1MzE1MDk2N15BMl5BanBnXkFtZTYwMjEwMzI3._V1_QL75_UX190_CR0,0,190,281_.jpg",85.0
The Boss Baby,Tom McGrath,Alec Baldwin,2017,6.3,50.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTg5MzUxNzgxNV5BMl5BanBnXkFtZTgwMTM2NzQ3MjI@._V1_QL75_UY281_CR2,0,190,281_.jpg",97.0
Over the Hedge,Tim Johnson,Bruce Willis,2006,6.7,67.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMWVhNTA1YzItZDNlMy00NDJmLTkyMWQtMTAxZWJkMWU0OTBlXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,0,190,281_.jpg",83.0
3 Ninjas,Jon Turteltaub,Victor Wong,1992,5.3,36.0,PG,Action,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BZTU1OGI2OTktZmQ0Yy00ZmQ0LWI3ZTgtNWNlMzFjYWY1YzAwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR1,0,190,281_.jpg",84.0
Short Circuit,John Badham,Ally Sheedy,1986,6.6,50.0,PG,Comedy,Family,Sci-Fi,"https://m.media-amazon.com/images/M/MV5BZGRjOWU5ODgtNDMzYS00YjQyLTg3MzItMmFiMjQyMTVmOTQxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,0,190,281_.jpg",98.0
PAW Patrol: The Mighty Movie,Cal Brunker,Dan Duran,2023,5.9,49.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMGI4NTNlODItMGJlZi00OTIwLTlkM2ItMWFkZjJhZDIzMDc3XkEyXkFqcGdeQXVyMTEyNzQ1MTk0._V1_QL75_UX190_CR0,0,190,281_.jpg",88.0
Peter Pan,Clyde Geronimi,Bobby Driscoll,1953,7.3,76.0,G,Animation,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BMzIwMzUyYTUtMjQ3My00NDc3LWIyZjQtOGUzNDJmNTFlNWUxXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_QL75_UX190_CR0,1,190,281_.jpg",77.0
Shark Tale,Bibo Bergeron,Will Smith,2004,6.0,48.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTMxMjY0NzE2M15BMl5BanBnXkFtZTcwNTc3ODcyMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",90.0
Pocahontas,Mike Gabriel,Mel Gibson,1995,6.7,59.0,G,Animation,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,1,190,281_.jpg",81.0
Tooth Fairy,Michael Lembeck,Dwayne Johnson,2010,5.0,36.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTQ4NjQzMjQxNF5BMl5BanBnXkFtZTcwNTEzMDY4Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",101.0
Space Jam,Joe Pytka,Michael Jordan,1996,6.5,57.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYjA3ZmMwNTUtNGM2Ni00YjUyLWE5ZDYtY2Y4YzhmYzlhYWI2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",88.0
The Witches,Robert Zemeckis,Anne Hathaway,2020,5.4,47.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BNjRkYjlhMjEtYzIwOC00ZWYzLTgyMmQtYjI5M2UzNDJkNTU2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
Casper,Brad Silberling,Bill Pullman,1995,6.2,49.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BZmQzZThjNDQtMjAxNC00YzhjLWFkNmItZDg4NjkxNjZkMjMxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",100.0
The Lizzie McGuire Movie,Jim Fall,Hilary Duff,2003,5.5,56.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BYjg4Y2IxZmEtNmIwNy00ODBlLWFkOWEtNGE1MjdmZmMxMzJjXkEyXkFqcGdeQXVyNzI2ODAwMzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
Mighty Morphin Power Rangers,Bryan Spicer,Karan Ashley,1995,5.3,40.0,PG,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BN2I2Y2I5N2MtMzJhMy00NzE2LThlMzEtNGE0ODA4M2JhOWNiXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,1,190,281_.jpg",95.0
Aquamarine,Elizabeth Allen Rosenbaum,Emma Roberts,2006,5.4,51.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BNmEzNWQzMDQtNzIwZi00NzNlLTkyOTMtOGRmYjQ2MzdkNDU0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY281_CR1,0,190,281_.jpg",110.0
Dora and the Lost City of Gold,James Bobin,Isabela Merced,2019,6.1,63.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOTVhMzYxNjgtYzYwOC00MGIwLWJmZGEtMjgwMzgxMWUwNmRhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UX190_CR0,8,190,281_.jpg",102.0
Bolt,Byron Howard,John Travolta,2008,6.8,67.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNDQyNDE5NjQ1N15BMl5BanBnXkFtZTcwMDExMTAwMg@@._V1_QL75_UY281_CR4,0,190,281_.jpg",96.0
A Series of Unfortunate Events,Brad Silberling,Jim Carrey,2004,6.8,62.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMjE3MDM4NTg0NV5BMl5BanBnXkFtZTcwNjI4MTczMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",108.0
Orion and the Dark,Sean Charmatz,Jacob Tremblay,2024,6.3,72.0,TV-Y7,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BZTkyODExOTctY2E3My00M2U5LWI2OGItNzRlZDk1OWJmOWQ3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
The Croods,Kirk DeMicco,Nicolas Cage,2013,7.1,55.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",98.0
The Secret Garden,Agnieszka Holland,Kate Maberly,1993,7.3,74.0,G,Drama,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BYmViODUwN2YtZDk0YS00OTg4LWIyNmYtZjM1Y2EyYWIyMmU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",101.0
The Last Airbender,M. Night Shyamalan,Noah Ringer,2010,4.0,20.0,PG,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BMTM1NjE0NDA0MV5BMl5BanBnXkFtZTcwODE4NDg1Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",103.0
Alvin and the Chipmunks,Tim Hill,Jason Lee,2007,5.2,39.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMjdmNWY4MjItMjBiMi00MWNiLWI0ZjctYzBjZmEzOGRmNTc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",92.0
The Jungle Book,Wolfgang Reitherman,Phil Harris,1967,7.6,65.0,Approved,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYmY1MTA3NmUtYzJmZC00YTFjLTk2NzktYTJhMWQ0ZTlkNzJjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",78.0
Hotel Transylvania 4: Transformania,Derek Drymon,Andy Samberg,2022,6.0,46.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYWJmNzRiMWEtNzk3Ni00OGU5LThlMDctYmJhMTA1YzEzNjY4XkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_QL75_UX190_CR0,0,190,281_.jpg",87.0
Ralph Breaks the Internet,Phil Johnston,John C. Reilly,2018,7.0,71.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTYyNzEyNDAzOV5BMl5BanBnXkFtZTgwNTk3NDczNjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",112.0
The Iron Giant,Brad Bird,Eli Marienthal,1999,8.1,85.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BYzBjZTNkMzQtZmNkOC00Yzk0LTljMjktZjk3YWVlZjY3NTk2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,0,190,281_.jpg",86.0
Cheaper by the Dozen,Shawn Levy,Steve Martin,2003,5.9,46.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BMTg0NzYxMjY0Ml5BMl5BanBnXkFtZTcwOTU0NDczMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",98.0
The Prince of Egypt,Brenda Chapman,Val Kilmer,1998,7.2,64.0,PG,Animation,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BOWNjMjgyNmMtNWMzZC00YjI4LWI1NmUtMTY0ZTA0ZDQ4Y2EwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,1,190,281_.jpg",99.0
The Hunchback of Notre Dame,Gary Trousdale,Demi Moore,1996,7.0,74.0,G,Animation,Drama,Family,"https://m.media-amazon.com/images/M/MV5BZmYxNjE2M2UtYzJhOC00MzVlLWJhM2ItYzkzZWJkZWFhNTE1L2ltYWdlXkEyXkFqcGdeQXVyMzMyODMwMTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0
The Cat in the Hat,Bo Welch,Mike Myers,2003,4.1,19.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTI5MDU3MTYyMF5BMl5BanBnXkFtZTYwODgyODc3._V1_QL75_UX190_CR0,0,190,281_.jpg",82.0
My Sister's Keeper,Nick Cassavetes,Cameron Diaz,2009,7.3,51.0,PG-13,Drama,Family,Family,"https://m.media-amazon.com/images/M/MV5BMTQ2NDg4MDU3NF5BMl5BanBnXkFtZTcwMjg5Njc1Mg@@._V1_QL75_UY281_CR0,0,190,281_.jpg",109.0
Dolittle,Stephen Gaghan,Robert Downey Jr.,2020,5.6,26.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMDNkODA5ZGQtODczOS00OTQxLThhMTItMjk0ZmNhMDM0YjNmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",101.0
Homeward Bound: The Incredible Journey,Duwayne Dunham,Michael J. Fox,1993,6.9,57.1,G,Adventure,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BMmRlODBjOWEtODViZS00NGNiLWEwNzYtYjIyZWQwZThhODBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,3,190,281_.jpg",84.0
Pinocchio,Robert Zemeckis,Joseph Gordon-Levitt,2022,5.1,38.0,PG,Adventure,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BZDIyYjM3N2EtOTU1MC00YTA4LTgzNjctMTNjODcxZTZhODU2XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0
Chitty Chitty Bang Bang,Ken Hughes,Dick Van Dyke,1968,6.9,64.0,G,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BZWU3MTA3MmQtNTA0NS00MTA4LTg4MDgtZWQ4MDc2MTNlNmVkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UY281_CR4,0,190,281_.jpg",144.0
The Ten Commandments,Cecil B. DeMille,Charlton Heston,1956,7.9,57.1,G,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,1,190,281_.jpg",220.0
Cinderella,Kay Cannon,Camila Cabello,2021,4.4,41.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BZTk3ZTEzNGUtZTcwYy00NmRmLWFhMGYtZjA4NWY1ZWI4MzMyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",112.0
The Nightmare Before Christmas,Henry Selick,Danny Elfman,1993,7.9,82.0,PG,Animation,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_QL75_UX190_CR0,2,190,281_.jpg",76.0
Hachi: A Dog's Tale,Lasse Hallström,Richard Gere,2009,8.1,57.1,G,Biography,Drama,Family,"https://m.media-amazon.com/images/M/MV5BYmQzYjgyYzEtOTVhZC00MDRkLWJjNjItYzU3N2RiMTExZjA1XkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,1,190,281_.jpg",93.0
Oz the Great and Powerful,Sam Raimi,James Franco,2013,6.3,44.0,PG,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg",130.0
Paddington 2,Paul King,Ben Whishaw,2017,7.8,88.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMmYwNWZlNzEtNjE4Zi00NzQ4LWI2YmUtOWZhNzZhZDYyNmVmXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_QL75_UY281_CR0,0,190,281_.jpg",103.0
The Rocketeer,Joe Johnston,Billy Campbell,1991,6.6,58.0,PG,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BN2ZiMjkwNWYtZWRjNy00YTYxLWI1ZWYtODI0NTA5YTg4ZDIxXkEyXkFqcGdeQXVyNDA5ODIzMDk@._V1_QL75_UX190_CR0,0,190,281_.jpg",108.0
Rookie of the Year,Daniel Stern,Thomas Ian Nicholas,1993,6.1,53.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BZGJhODAwNDQtNGY0My00ZDA4LTgwOTMtMTA5NzdhZTQ0YmIwXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,2,190,281_.jpg",103.0
Heavyweights,Steven Brill,Tom McGowan,1995,6.6,42.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMmUzMmVjZjMtMThkMS00NDRkLWJhYmQtMjcwMmJkY2ExYmQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",97.0
Paddington,Paul King,Hugh Bonneville,2014,7.3,77.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTAxOTMwOTkwNDZeQTJeQWpwZ15BbWU4MDEyMTI1NjMx._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Secondhand Lions,Tim McCanlies,Haley Joel Osment,2003,7.5,52.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMDExNDM3OGQtYjI3ZC00MmE0LWE0OGEtMzgxZDY2MDE1MDFjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR3,0,190,281_.jpg",109.0
Shrek Forever After,Mike Mitchell,Mike Myers,2010,6.3,58.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
The Mighty Ducks,Stephen Herek,Emilio Estevez,1992,6.6,46.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BZTc4YzQ4NTMtZjc2Yy00OWY1LWIxNGMtZTJkMmFiN2M4ZGViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
Onward,Dan Scanlon,Tom Holland,2020,7.4,61.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTZlYzk3NzQtMmViYS00YWZmLTk5ZTEtNWE0NGVjM2MzYWU1XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",102.0
Journey to the Center of the Earth,Eric Brevig,Brendan Fraser,2008,5.8,57.0,PG,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BMTk1MzY1MzU1MF5BMl5BanBnXkFtZTcwOTQ2NjM3MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Night at the Museum: Secret of the Tomb,Shawn Levy,Ben Stiller,2014,6.2,47.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMjI1MzM2ODEyMV5BMl5BanBnXkFtZTgwNTIzODAwMzE@._V1_QL75_UY281_CR3,0,190,281_.jpg",98.0
Nimona,Nick Bruno,Chloë Grace Moretz,2023,7.5,75.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BNDJkNzQzODQtM2Q0MC00MWE4LTlkMjMtNWZmZWQyMTYwZGRmXkEyXkFqcGdeQXVyMTY1MTAyOTk1._V1_QL75_UX190_CR0,2,190,281_.jpg",101.0
Finding Dory,Andrew Stanton,Ellen DeGeneres,2016,7.2,77.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYWVmYTcwZDYtYzNmNC00M2U2LWFjZWYtOWRlY2NiNjc5ZjdiXkEyXkFqcGdeQXVyNjY5Mjg5MjA@._V1_QL75_UY281_CR4,0,190,281_.jpg",97.0
Sky High,Mike Mitchell,Kurt Russell,2005,6.3,62.0,PG,Action,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BZjA2NmY1OTQtMjE4Mi00NGRkLWFmODUtM2Q3ZTRlYjZhNWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",100.0
We Bought a Zoo,Cameron Crowe,Matt Damon,2011,7.0,58.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTQ0MTE3OTUwMl5BMl5BanBnXkFtZTcwODg5NjgwNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",124.0
Treasure Planet,Ron Clements,Joseph Gordon-Levitt,2002,7.2,60.0,PG,Animation,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BNGI0N2EzZDktNDY3OS00NWFmLTgxZjEtMTc1OTNlMzQxNDZkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Enchanted,Kevin Lima,Amy Adams,2007,7.1,75.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg",107.0
Cars 3,Brian Fee,Owen Wilson,2017,6.7,59.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTc0NzU2OTYyN15BMl5BanBnXkFtZTgwMTkwOTg2MTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",102.0
Matilda: The Musical,Matthew Warchus,Alisha Weir,2022,7.0,72.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BZDQyMDEwOTMtYzQ4Ny00NGVmLWI5NWYtMTQ3ODE2MGNlN2Y4XkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_QL75_UX190_CR0,0,190,281_.jpg",117.0
Father of the Bride,Charles Shyer,Steve Martin,1991,6.6,51.0,PG,Comedy,Family,Romance,"https://m.media-amazon.com/images/M/MV5BYzM0YzBmMTUtN2RmZS00YWY5LWFkZTMtMjM1OWU3Nzk4ZjI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",105.0
Pokémon: Detective Pikachu,Rob Letterman,Ryan Reynolds,2019,6.5,53.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMDkxNzRmNDYtMDY0OS00N2JhLTkzZWUtMWE3MzZkNDk1MmJiXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UX190_CR0,2,190,281_.jpg",104.0
Fantastic Beasts: The Crimes of Grindelwald,David Yates,Eddie Redmayne,2018,6.5,52.0,PG-13,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BYWVlMDI5N2UtZTIyMC00NjZkLWI5Y2QtODM5NGE5MzA0NmVjXkEyXkFqcGdeQXVyNzU3NjUxMzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",134.0
Saving Bikini Bottom: The Sandy Cheeks Movie,Liza Johnson,Carolyn Lawrence,2024,4.1,57.1,Not Rated,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTlhODk5ODItMmE4ZS00NGY4LTkyM2YtNzRiZWQxYTdiZThjXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",82.0
Big Fat Liar,Shawn Levy,Frankie Muniz,2002,5.5,36.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BNmEyNGFmODYtZjhjNC00NGViLTllMjQtYWYyZmQ1OGEzMzRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",88.0
Moonrise Kingdom,Wes Anderson,Jared Gilman,2012,7.8,84.0,PG-13,Adventure,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
Hocus Pocus,Kenny Ortega,Bette Midler,1993,6.9,43.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BNWM3NmRhMGMtOGE4ZC00MDk0LWI1NjMtMjVlNTEwOTcwZTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,1,190,281_.jpg",96.0
"Are You There God? It's Me, Margaret.",Kelly Fremon Craig,Abby Ryder Fortson,2023,7.3,84.0,PG-13,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BZTBlNmU2ZmEtZTg5NS00MjQxLTlmMTEtMzcxYjIzNGE4YjU1XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_QL75_UX190_CR0,2,190,281_.jpg",106.0
Peter Pan,P.J. Hogan,Jeremy Sumpter,2003,6.8,64.0,PG,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMmQyMDlhMTAtZWFiYy00NTQ5LTgxZTgtZDhlNmQ5MmMwMjBmXkEyXkFqcGdeQXVyOTYyMTY2NzQ@._V1_QL75_UY281_CR2,0,190,281_.jpg",113.0
Robin Hood,Wolfgang Reitherman,Brian Bedford,1973,7.5,57.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYjUwMzhkM2ItMTU2OC00OTQ5LWJlMDUtMzRmYjc0NDUyNGVhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",83.0
Shrek the Third,Chris Miller,Mike Myers,2007,6.1,58.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOTgyMjc3ODk2MV5BMl5BanBnXkFtZTcwMjY0MjEzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Anastasia,Don Bluth,Meg Ryan,1997,7.1,61.0,G,Animation,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BNGJiNWFlYTMtZTBiZi00ZTVmLWJmZmMtNzEzYzZjNzYzZmRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
